Name,Class 10th Percentage (%),Class 12th Percentage (%),Mathematics-I [T],Applied Physics-I [T],Applied Chemistry [T],Communication Skills [T],Applied Physics-I [P],Applied Chemistry [P],Communication Skills [P],Engineering Graphics [P],Engineering Workshop Practice [P],Sports and Yoga [P],Semester-I (SGPA),Mathematics-II [T],Applied Physics-II [T],Introduction to IT Systems [T],Fundamentals of Electrical and Electronics Engineering [T],Engineering Mechanics [T],Applied Physics-II [P],Introduction to IT Systems [P],Fundamentals of Electrical and Electronics Engineering [P],Engineering Mechanics [P],Semester-II (SGPA),Computer Programming [T],Scripting Languages [T],Data Structures [T],Computer System Organisation [T],Algorithms [T],Computer Programming [P],Scripting Languages [P],Data Structures [P],Summer Internship-I,Semester-III (SGPA),Operating Systems [T],Introduction to DBMS [T],Computer Network [T],Software Engineering [T],Web Technologies [T],Operating Systems [P],Introduction to DBMS [P],Computer Networks [P],Web Technologies [P],Minor Project [P],Semester-IV (SGPA),E-Governance [T],IoT [T],Information Security [T],Advance Computer Network [T],Data Sciences [T],Renewable Energy [T],Summer Internship-II,Semester-V (SGPA),Entrepreneurship and Startup [T],Mobile Computing [T],Software Testing [T],Project Management [T],Artificial Intelligence [T],Mobile Computing [P],Software Testing [P],Major Project [P],Seminar,Semester-VI (SGPA),final_cgpa,Information Security [P]
Student_750,71.94,94.58,A,A,C+,B,A+,C,C,A,C+,A,7.6,A,B+,C,B+,A+,B+,A,B+,B+,8.35,A,A,C+,B+,A+,C+,C,C,A+,6.85,A,A+,C+,C+,A,B,A+,C,A,C+,6.82,B+,A,B,B+,C,A,B+,8.26,C,B+,B+,A+,A,A+,A,A,B+,8.11,,B+
Student_751,77.53,88.48,A,A+,C,A+,A,C+,C+,A,A,A,6.86,C,B+,C+,B+,C+,A+,C,A,C,9.69,A+,A+,B+,C,C+,A+,B+,B+,C,6.99,C+,C,B+,C+,A+,A,B,B+,B+,A+,8.95,C,B+,A+,A,B+,A,C+,7.12,B+,A,A+,C+,A+,B+,C,C,A,8.49,,A
Student_752,84.49,69.48,A,A,B+,C,B+,B,C+,A+,C+,B+,8.57,A,C,C,C,C,B,B+,B,C+,9,A,A+,C,B,A,B,B+,C,B,9.3,C,C+,A+,A,C,B,C+,A,C+,B+,7.62,B,B,B,B,B+,A+,B+,7.98,C+,C,A+,A+,A,C,B+,B+,A,9.07,,B
Student_753,76.31,86.94,A,C,B+,C,B+,A+,A,C+,B,C,7.98,C+,C,A,C+,B,B+,B+,C,A,7.15,C+,B,A,B+,A,A+,A+,B,B+,9.76,B,A+,B+,A+,A+,C,B,B,B,A+,7.05,C+,C+,C+,B+,B,C,A,8.81,B+,C,A,C+,B+,C+,A+,A+,A,7.22,,C
Student_754,85.34,79.41,C+,A+,B,A,A,B+,A,B,C+,A+,7.51,B,B+,B+,A,A+,B,A,A+,B+,9.57,A+,C+,A+,B,C+,C+,A,C+,B,8.42,A+,A,C+,B,B,A,A,C+,B,C,6.32,C+,B+,C,B+,B,A,B,6.03,C,B,C,B+,B+,A,B,B+,B+,7.17,,A+
Student_755,67.73,78.9,C+,A+,B,C,A+,C,A+,A+,C,C+,6.9,C+,C,A,A,A+,C,B+,C,B+,7.92,C,B+,B,B+,C,B+,C+,A,B,6.74,A+,C,C+,B,C,A+,C+,C+,C,A,6.21,B,B,C+,C,B,A,C,6.17,C+,C,C+,A,A+,A+,B,B+,B+,6.49,,C
Student_756,66.98,70.87,B+,A,B+,C+,C,C+,C,B+,B+,A,7.09,B+,C+,B+,A+,B,B+,C,C,C+,9.14,A+,A+,B,B,C,A+,B,B+,A,6.41,A,C,A,A,C,B+,A,A+,C+,B+,6.26,C+,B+,B,C+,C+,C,B+,9.62,A,C+,C,B,B,B,A,C+,A,7.48,,C
Student_757,86.3,71.8,B,C,B+,A,C,C,A,C+,B+,B+,8.7,A+,A+,C,B,A+,B,C,A+,C+,7.59,C+,A,C,C,C,A,C+,A+,A+,8.04,A+,C,C+,C,A,B+,B,A,A,C,9.51,A+,A+,C+,C,B,B+,B+,8.43,B+,A,A+,C+,C,A,A+,C,A,9.68,,A+
Student_758,94.69,90.06,B,B,B+,A+,A+,B,B,A+,A+,C+,7.11,C,C,C+,C+,C,A,B+,C+,A,6.49,B+,B,A,C,B,C,C,A,B,6.9,A,B+,C,A,A+,C+,B,C,C,C,7.34,A,A,A,C+,A,A+,A,6.8,B,A+,A+,B+,B+,B+,C+,A+,B,9.77,,C+
Student_759,78.8,76.71,A,C+,C,A,B+,A,A+,C,A+,B,6.72,B,A,A,B+,C+,C+,B,C+,C+,6.76,C,C+,C,A,A+,B,C,A+,B+,7.38,B+,B,B+,A+,B,A,C,B+,B,A,9.38,B+,C,B+,C+,B+,C+,B,6.3,A+,C,C,B,A+,B,A,B+,A,8.27,,C+
Student_760,63.45,75.08,B,A+,C+,A,A,A,C,A+,C,A+,8.4,C,B,A,B+,C,C+,A+,B+,B+,6.72,C+,A,C+,B+,A+,B,C+,B,A,9.68,C+,B+,C+,A,A,C,A+,A+,A+,C+,9.27,A+,A+,A,A+,B+,B,C,6.94,B,B+,B,A,A+,B+,C+,A,A,6.54,,B+
Student_761,73,86.62,C,C,A,C+,C,A+,A+,B+,B+,A+,6.33,C,A+,A,A+,B+,C+,C,B+,C,6.59,A+,A+,B,B,C,A+,B,B+,B,9.51,C+,C+,A,C+,A,A+,A,A+,A,B+,6.4,A+,C,C,C,C,B,B+,7.58,A,B,C+,A+,A+,B+,A,C,B+,6.78,,B+
Student_762,83.97,75.14,B+,A+,A,B+,C+,C+,A+,B,C+,C,6.9,C,A,A,A,A,C+,C+,B+,B,6.74,B,B+,C,C,A,C+,B,A+,C+,8.25,A+,A,B,A+,A,A,A,B,C,B+,8.68,B+,C+,B,A+,B,A+,A+,8.85,C,A+,B,C+,A+,C,B,B+,A+,7.43,,B+
Student_763,73.7,65.29,B+,A+,B,B,C,A+,C,C+,A+,C,9.08,B,B,B+,B,B,B,C+,B+,A,8.13,A+,A+,B+,B+,C+,A+,A+,B+,A+,9.46,B,C,B,B,C+,B+,C+,B+,C,B+,9.02,C,A+,B,A,C,A,B+,7.03,A,A+,C+,B,A,B+,C,A,B+,8.96,,B+
Student_764,87.79,86.67,B,C,A,A+,A,A,C,C,C,B+,6.57,A,B+,B+,C+,A+,A+,B+,C+,B,6.43,C+,C+,B,C+,A,A+,A+,C+,C+,8,A+,C+,C+,A,A+,C,A,C,B,C,9.37,B+,A,C,C+,A,A+,C+,8.35,A+,A+,A,C,A+,C,B+,B+,A,6.09,,C+
Student_765,83.8,66.67,C,C+,A+,C,B+,B+,C+,C,A+,B+,7.92,C,B,C+,A,C+,A+,A,B,A,9.42,A+,B+,B,B,C,A+,B+,B,B+,7.45,A,B+,C+,B+,B,B,A+,C+,A+,B+,8.72,B+,C,B+,C,A,A,B+,9.59,B,A,C+,C+,C,C+,C,B+,B+,6.3,,B
Student_766,76.94,89.07,C+,A,B+,B+,B,B,A,A+,A,C,7.53,B+,A+,C+,A,B+,A,A+,C,B,9.73,B+,B,A,A+,B,A+,A,B+,C,8.32,C,C,A+,B+,A,B+,C+,B,B,C,6.27,A,A,B,A,A,C+,A+,8.4,C,A+,A,A+,A+,B,A+,B,A+,8.37,,C
Student_767,61.26,90.4,C,B,B+,C,B+,A+,B,B+,A,A+,7.49,B,A+,A,A+,A,A+,C+,B,B,7.05,A+,A,C,A,B+,A,A,B,A,7.77,B+,A+,B,A,C+,B,B+,A,B+,B+,6.1,B,A+,C,B,C,A,C+,6.27,A+,B,C,A,C,B,B+,C,B,6.85,,B
Student_768,75.41,74.57,B+,C,C,C,C,C,A,B,A+,A+,8.36,A+,B,A,B,A+,C+,A,C,A+,7.87,C,B+,A+,A,B,C+,C,B+,C,7.33,A,B,B+,C+,C+,B+,B,B+,C+,C,8.69,B+,B,A+,B,C,A+,B,9.56,C,C,C,A+,B,A+,A+,B+,A,8.43,,C
Student_769,86.54,82.25,A,A+,B,B,B,A+,B+,B,C,A+,6.43,C,A+,A,C+,A+,A+,C,C,C,7.76,A,C,A+,A,C+,A,C+,A,B,6.66,B+,C+,A+,B,A,C,A,A,A,A+,8.97,B+,B,A,A,B+,C,A,6.54,C,C,B,B,A,C+,C+,B+,B+,8.32,,C
Student_770,61.58,88.17,A,B+,B+,A+,B,A,B,A,B,B,6.66,B+,C+,C,C,B,A,A,B,C+,9.5,C+,A+,C,B+,A+,B+,B+,A+,A+,9.45,C+,C+,A+,C,A+,C+,B+,B,C,C+,6.87,C+,A+,C+,C,B+,C+,C+,8.44,C+,B+,A,A+,A+,C+,A+,B,B+,8.18,,B
Student_771,77.1,77.13,B+,C+,C,B+,A,C+,C+,A,C+,A+,7.43,B,B,B+,C+,A,C,A,C+,C+,7.83,A,C,C,A,B,C,B,A,C+,7.59,C,A,C+,A,A+,A+,A,C+,C,B,6.22,C,C,C+,A,B+,C,B,9.15,B,A+,A+,B,A+,B,A+,B+,A,9.04,,C+
Student_772,94.07,83.8,A+,B,B+,B+,B+,C+,B+,C,B,A+,7.87,A+,B,B+,C+,B,C,A+,A,A,9.02,B+,B,A+,C,A,B+,B+,A+,A+,7.22,A,C+,C+,C+,B+,B+,A+,A,A+,A+,6.95,A,B+,C+,B,C,B+,A,8.13,A+,C+,C,A,C,A+,C+,C,A,8.21,,A
Student_773,71.65,91.7,C+,C,C,A+,B+,A,B,B+,C,B,7.72,A,A,C,A+,A,A+,C+,C+,C+,9.09,B,B,C+,B,C,B,C+,A,B+,9.18,C,C+,B+,C,A,C+,B+,A+,A,C+,6.18,C+,C+,A,A+,B+,C,C,9.55,B,C,B+,C,C,A,C,A+,B,6.96,,C+
Student_774,89.52,61.99,A,A+,C+,C,C,A,B,C,C,C+,6.46,A+,A,C,A+,B,A+,C,A+,B,8.43,C+,A,B+,C,B,C+,B,B+,A+,6.7,C+,C+,A+,C+,C,A+,B+,B+,B,A+,7.89,B+,C+,A+,B,C,B+,C+,9.11,C,B+,B+,C+,B+,C+,C,A,A+,8.62,,A+
Student_775,93.76,65.37,B+,B+,B+,B,B+,B,B+,B+,B,A,6.52,C,B+,A+,B,B+,A,B,B,C+,8.92,A,B+,A+,C+,C,C,A+,C,C,7.23,C+,B,B+,C,A+,A,B,B+,A+,B,6.69,C,B,A,A,B+,B+,B+,6.53,B,C+,C,A,A+,C,B,C,B+,6.36,,B
Student_776,90.49,86.87,C+,A+,C+,B+,C+,A+,B+,C,B,B,7.81,A,B,A+,C,C,B,C+,B+,B+,6.33,B+,B+,B+,A,C+,B,C,C,B+,6.88,C,B,C+,A+,A,B+,A,B+,A+,A,6.11,C+,A+,A,A,A,C,B,8.92,B,A,B,B,C+,B,A,B,B,8.92,,B+
Student_777,82,66.46,B+,A+,B,B,C,A,C+,A+,C,B,8.27,A+,B,A,C,A,C+,C,C,B,8.9,C,B,C,B+,C,C+,B+,B+,B,7.52,A,A+,B+,A,C,C+,A+,B+,A+,C+,6.4,C,A+,A+,A,B+,A+,A+,6.97,A+,A,B+,A+,C+,C,A,C,C,6.08,,C
Student_778,81.96,63.23,A+,C,B,A+,C,B,A,C,C,B+,9.31,B+,A+,B,A,C,C+,B,A,B+,7.65,A,B+,C,A+,A+,A+,A+,A+,C+,8.82,C,A,A+,C,B+,B+,C+,C+,B,A+,9.12,C,B,A+,C,A,C+,B+,9.51,C+,C+,B,A+,A+,C+,A,C,A+,7.1,,A
Student_779,76.08,61.45,B,A,C,C,A+,B,B+,B+,A,C,8.65,C+,A,A,B+,C+,A+,C+,A,A,8.94,A,C+,B+,C,A,C,B,B+,A,7.11,C+,B+,B+,B+,C+,A,C+,B+,A,B+,6.19,A,C,B,C+,B+,C+,C+,7.32,B,A+,A,A,A,C+,C,A+,A+,6.08,,A
Student_780,92.36,84.94,C+,A+,C+,A,B,C,C+,C+,B+,B+,9.25,A+,C+,C,C,B,C,A+,C+,C+,7.63,A,B+,B,C,C,B,B,C,B,9.39,A+,C+,A,C,C+,C+,B+,B,A+,C,9.61,B,A+,B+,B+,A,B+,B+,8.44,C+,A,A,A,B+,B+,A+,A+,B,8.94,,C+
Student_781,65.53,67.17,B+,C+,A,A+,C+,A+,C+,C,A+,C,6.62,B,A+,B,A+,A,A,A,C,C+,7.55,C+,A+,B,B,C,B+,C+,B,B,9.32,C+,A,B,B,B+,A,A,B,A+,A,7.83,B+,B+,A,B+,C,B,B,8.34,A,B+,B,B,C+,A+,A,C,C+,6.13,,C
Student_782,73.25,91.45,B,B,C,A+,B+,A,B,C,C,B+,9.73,A,A+,B+,B+,B,A,B,C+,B+,9.04,B,A+,A+,A,A+,B+,A+,C+,A+,6.54,C,B+,B,C,B+,C+,B,C+,A+,C+,8.14,B,A+,C+,C+,A+,C+,B+,6.61,B+,C+,A,B+,A,B,A+,B,A,8.33,,C+
Student_783,73.47,78.7,C+,C,B+,A,B,C,C,A+,B,C+,7.94,C,C,A,C,C+,A+,A+,B+,A+,9.29,A+,A,C+,B+,C+,B+,B+,C+,B+,8.45,C,B,C+,C+,C,C+,B+,A,B+,B+,6.46,C,B,A,C+,C+,B,A,8.49,B+,C,C+,B+,C,C+,B+,C+,B+,6.97,,B+
Student_784,60.01,86.64,C,B,C,A+,B,C+,A+,C+,B+,C,6.35,C,C+,A+,C+,C,C+,C,A+,A+,8.51,C,C,A+,A,C,C,C,B+,A,8.51,A+,A+,A,B+,C,C+,C+,C,C+,A,8.89,C,A+,B,C,A+,B+,B+,8.34,B,B+,C,C+,A+,C,C,C,B+,7.55,,A+
Student_785,85.59,92.03,B+,C+,A,B,C+,A,C+,B,A+,A,7.91,C,A,B+,C,A+,C+,B+,C,B+,6.82,C+,C,A+,A,A,A+,A+,C+,C+,8.82,B,A,C,B,A,B,C+,B,C+,C,6.58,A+,C+,A,C,C,C+,C,7.84,B,C+,C+,B+,B+,B,A+,A+,A,6.66,,C
Student_786,77.77,94.31,B,C+,B,B+,C,B+,B+,B,A,B,6.8,B+,A,C+,C,C+,C,A+,C+,A,9.29,A+,B,A+,B,C+,A+,A,C+,A+,8.3,A+,B,C,A+,A,C,B,A+,C,C,7.36,C+,B+,C+,B+,C,A+,A,9.19,C+,B,C+,C,C,A+,B+,A+,C+,7.79,,C+
Student_787,69.37,90.09,A+,A,C,A+,C,C+,A,C,A+,B+,7.75,C,C,A+,B+,A+,C,C,B,A,9.57,B,B+,C,A,A,C,A,C,C,6.46,C+,B+,B,A+,B,B+,C,C,C,B,7.57,A+,B+,B+,C+,C,C+,B,6.76,C,B+,A+,A+,A,C+,B,B,C,9.37,,B
Student_788,81.97,72.28,B,A+,C+,C,B,B+,C,A,B+,C,8.32,B+,B+,C,A,B+,A,A,B+,A+,7.73,A+,C,B+,C+,A+,B+,A,A+,B,9.76,C+,C,A+,A+,C+,C+,B+,A+,A,B,6.31,A+,B+,A+,B+,C+,C,C+,8.53,C,A+,A+,C,B,C+,B+,A,B,8.85,,B+
Student_789,90.41,64.24,A,A+,B+,A,A+,A,C,C,B+,C+,6.87,C+,C,A+,C+,B,A,B+,B,A+,7.89,A,A,C+,B,C+,C,A,A+,C+,8.61,C+,C,A+,A,A+,A,A,A+,C,A,6.37,A+,A,B,C+,C,C+,A+,7.06,C,C,A,C+,A+,C+,C+,B,B,7.13,,B
Student_790,81,80.47,B,C,A+,C+,A+,B,C,C,C,A+,8.37,A,C+,B+,C+,A+,C,B,C+,C+,6.83,C+,B+,C+,C,B+,B,B+,B,A,6.09,B,B,A+,A+,B+,A+,A+,A+,C,B,7.92,B,B+,B,A,A+,B,C+,7.8,B+,C+,C,B,B+,C,C+,B+,A+,7.85,,C+
Student_791,62.91,63.54,C,A,C+,C,B+,B,B,A,C,C+,8.21,B+,A+,C+,B,C,A,C+,C,A+,8.45,C+,C,B,A,B+,C+,C+,C+,A+,6.24,B+,C,B+,B,B,C,B+,B,B+,C+,7.48,B+,A+,B+,B,A,B,C,6.52,C,B+,B+,A+,B,C,C+,A+,A+,9.05,,C
Student_792,85.73,79.55,C,A,C+,C,C+,C+,C,A,A,A,7.88,B+,C+,C,A,B,C,C,C,B,9.02,A,B+,C,A+,C+,C+,A,C,A+,6.13,B+,A+,C+,A+,A+,B,B,B+,C+,B,6.31,A,C+,C+,B+,B,B+,A+,7.35,A+,B,B+,B,B,A,C+,A,B,9.4,,C
Student_793,72.69,84.05,A,C,B+,C+,A+,A,B,A,C,C,7.19,B+,A+,A,A+,A+,A,C,B,C+,8.79,A,A,A+,A,C,A,A,A+,C+,6.64,C+,C+,A+,A,A+,A+,A,C+,C,A+,7.21,C+,C+,A+,C+,B+,C+,A+,8.09,B+,B,B,A,A,B+,B+,C+,C+,8.69,,B
Student_794,64.17,77.24,B+,A+,C+,C,B,A,C,C+,C+,B,8.57,A,A,B,C+,A+,B,A,C,B,6.36,B+,A+,C+,B,A,B+,C,B+,A+,6.26,B+,C+,A,B,A,A+,C+,B,B,A,6.47,C,B+,C+,B,B,C+,B+,8.43,B,B+,B+,B,C+,B+,A+,B,A,8.07,,C
Student_795,70.43,62.13,B,B+,B+,A,B+,A,B,B,C+,A+,7.28,A+,C+,A+,A+,C,B,A,A+,B,8.07,C,B,B+,A+,A,C+,C,B,A,7.44,A,B+,A,A,C,B+,B+,B,B,C,7.81,A+,C+,B,B+,A+,A+,C+,7.9,C,B+,C+,A+,C,C,B+,A+,B+,6.04,,A+
Student_796,89.68,84.38,B,A,B+,C+,B,C+,A,C,A,C+,9.16,A+,C+,C+,B,C,A,C+,A,C,8.47,B,A,A,A+,C+,A,A,B,A+,9.03,A,C,C+,A+,B+,A+,C+,A+,B,C,8.78,A,B,A,B,B+,A+,B,8.96,C,A+,B+,C,C+,A+,B+,A+,B+,9.03,,A
Student_797,88.83,91.77,B,A+,A,B,B,C,C+,A,C,A+,9.48,B+,A+,C+,A,A,C,B+,B+,C+,8.3,C,B,A,A+,B+,C+,B+,C+,B+,6.98,B+,A+,A,A+,B,C,C+,C,B+,A+,8.39,C,C+,B,B+,C,B,C,8.85,B,A+,A,C+,A,C,C,A,C,9.59,,B+
Student_798,94.19,64.97,C,B,A,B+,B+,C+,C,A+,B+,C,7.42,A,A,A+,B,B,C,B,B,A+,9.2,B+,B+,A,B,A,B,C,C+,A+,6.64,B+,B,C,B,A+,C,B,B,C+,C,9.41,C+,B,A+,C,A,A+,C+,6.15,B+,C+,B,C,C+,C+,C+,C,A+,6,,B
Student_799,91.67,79.78,C,C,C,A+,A,C+,C,C+,B,B+,9.13,C+,A,A+,A,A,B+,A+,C,B,9.35,C+,B,A+,C,A+,C+,B+,B,A+,9.04,C,C+,A,B,A,A,A,B,C,C,9.59,C+,A+,B+,C,C,B,A+,6.72,B,A+,B,B,A,A+,B,A+,A+,6.36,,C
Student_800,74.6,67.87,C,A,C+,B,C,C+,C+,B,C+,A,7.62,B+,C,A,A,B+,B+,A,A+,A+,7.73,C,C+,A+,A,C+,A+,C,C+,C+,9.16,C,A+,A,B,C+,B,A+,C+,C,A,9.13,B+,A,C+,A+,B+,C+,B,9.73,C,C+,B,A,B+,C+,C+,C+,C+,8.63,,A+
Student_801,60.4,69.49,C,C+,A,B,C+,B,B,A+,A,A,7.58,C,C+,A+,C,C,C+,C+,C+,B+,7.65,B+,A,A,A,A,A,C,A+,C+,8.25,B,B+,A+,C+,A,C+,B+,A,C,A+,8.15,C+,C+,B,B,C,A,B+,9.65,B,A+,B,B,C,C+,B,B+,B,8.5,,C+
Student_802,65.88,64.87,B,B,B+,C+,C,B,A,A,C,C,9.45,C+,A+,A,C+,C+,A+,A,C+,B+,7.06,C,A,C,A+,C+,A+,A,C+,B,8.81,B+,A+,B,B+,A,C,C,C,B+,B,7.4,B+,B,C,C+,A+,C,C+,9.3,C+,C,B+,A+,B,C+,A+,B,A,8.69,,C+
Student_803,68.97,79.46,C+,A,C,B+,A+,B,C,B+,C+,B+,7.07,A,A+,A,B+,A,C+,B,C,B,7.46,A+,C+,C,C+,C+,A,B+,B+,B+,7.68,C,C+,A,B,B,A,B,C+,A+,A+,8.56,C,B,C,A,B,A,A+,6.38,B+,A,A,C+,B,C+,B,C+,A,6.5,,C
Student_804,64.6,73.14,B,B,A+,B,A,A,A,C+,B,C+,8.89,B,A+,C,C,C+,A,C+,C,C+,9.05,B,B+,A,A+,C+,A+,B,B,A,9.62,C,C,C,C,B+,B+,C+,A+,C,C+,9.4,B+,B,B,C+,A+,A+,C+,6.56,A+,B+,C+,B+,A,A+,A+,A+,B+,8.27,,C
Student_805,60.36,76.53,A,C+,C,A+,A,C,B+,B+,B,C+,8.1,B,C,A+,B+,B,A,B,A,A+,6.58,A,C,A+,B+,B,C,C+,C+,C,9.07,B+,B,B,C+,A,B+,B,A+,B+,A+,7.65,C+,B,C+,A+,A,C+,B,9.44,A+,A,B,A,C,C+,B,C+,C,6.65,,A
Student_806,74.36,91.94,B,A+,A,C,B+,B+,B+,B+,C,B+,7.37,A+,C,A+,B+,C,A,C,B+,B+,9.36,A+,B+,C+,A,C,C+,B,A,B+,7.54,B+,A+,B,A+,C+,C,B,B+,C+,A,9.76,A,B,A,B,B,A,B+,6.64,A,B+,A+,C,B,B+,A,B,A+,9.3,,B+
Student_807,61.37,85.21,A+,B,B,C,C,B,B+,C+,A+,C+,6.02,A,A,B,A,B,C,C,B+,B+,8.84,B,B,B,B+,C,C+,B,B,A+,9.47,B,C,C,B,C,C,B,A+,B,A+,7.88,A+,A,A,B+,C+,A,B+,9.02,A+,B,C+,C,A,C+,A+,C+,A,8.91,,B+
Student_808,92.14,67.73,C+,B,C+,C+,B+,C+,C,B+,B,C+,9.43,B+,C+,B+,A,C+,B+,B+,B,B,8.01,C,A+,A,A+,C+,B+,A,C,A+,6.59,B+,B,C+,B+,A+,C+,C+,A+,B,A,6.13,C+,B,B,C+,B+,C+,C,8.04,B+,B,A,B+,B,B+,A,A+,C+,8.64,,B
Student_809,63.75,65.38,C,A,A+,B,A+,C,B,A,B+,C,9.02,A,B+,C,C+,A+,A+,A,B+,B,9.32,A+,C+,C,B,B,B,B,B,B+,7.49,A+,B+,A+,B+,A+,B,C,B,B+,B+,6.03,A+,A+,B,A,C,B,C,6.43,C,A,A+,A,A,B,A+,C,C,7.67,,B+
Student_810,82.66,61.16,C+,C+,A,C,C+,C+,C,C,B,A+,7.25,A,B,C+,C,C+,C,C,C,B,6.83,A,A+,C+,B+,C,B+,B,B,A+,6.63,B+,A,B,C,A,A,A+,A+,C,A,8.13,C+,C+,A,C,C+,B+,A,8.35,C,A,A+,A+,A+,B+,A,C,A,9,,C
Student_811,85.17,78.06,A,A+,C+,A,B,B,A+,B,B+,B,6.61,C+,C,B+,C+,B,C,C+,A+,C,7.97,C+,A,B,A+,A+,B,C+,A,A+,9.62,A,C,B,A+,A+,A,B,C,C+,A+,8.53,C+,B,B,A,B,B,C,6.34,B,C+,A,A,C,C+,A+,A,B,9.54,,A+
Student_812,83.88,90.73,A,B,A+,A+,C,B,B+,C,C,B,9.55,B+,A+,C+,C,B,A+,A+,B,A+,8.34,B,A,C,A,C,C+,C+,C,B,9.74,C,C,A+,C+,C,C,C,A,A+,C,6.17,A,B,C,C,B,A+,C,7.55,C,A+,A+,B+,A,A,C+,A,C+,8.74,,B
Student_813,61.64,66.59,C+,A+,C,A+,B,A+,B+,A,C,C+,7.54,A+,B,A+,A+,C+,A,C,C+,B,6.9,C,A,B,C,C,B,C+,A+,C+,7.03,A+,B,A+,B+,C,A,B+,B+,C,B,9.43,C,B,C,C+,B+,A,B,6.5,A,C,A,B,C,B,C+,A+,A+,7.22,,C+
Student_814,90.43,73.28,A+,C,A+,B,C,A+,C,B+,C,B+,7.17,A,B,B,C+,A,B+,C,B,C,9.78,A,C+,A+,A+,C,C,A,B,C+,8.04,B+,C,A,A+,C+,B+,B,B,A+,B,6.94,A,A+,A,B,A+,B+,A,8.09,B+,C,C,A,A,A,A,A,B+,6.11,,B
Student_815,89.17,61.93,B+,B+,B+,C+,C,A+,A,C+,B+,A+,6.02,C,C,C,A,B+,C,A,B+,C+,8.58,C,A+,B,C,A+,B+,A,B+,B,6.65,C,B+,A+,A,A,C+,B+,B,B+,B,8.66,B,C+,A,C+,B+,B,B+,8.9,A+,B,A,B+,B+,B,B,A,C,6.2,,B+
Student_816,66.94,68.72,A,C,C,B+,B,B+,C,B,C+,C+,8.89,B+,B+,C+,C,A,C,B+,B,A+,8.47,B+,C+,C,A,B+,B,A+,C+,C,8.27,B+,B+,B,A+,C,B,A,B,B,C+,6.78,A+,C+,C+,A+,C+,C,C+,8.62,C,A,A,C+,A,A,A+,C+,B+,6.1,,B
Student_817,80.43,94.96,C,A,C+,C+,C+,C+,B,C+,C,A+,6.05,C,C,A,A,B,A,A,A+,B,6.93,C+,A+,A,A+,B,A+,B+,A+,A,6.54,A+,B,B+,A+,C+,A,A,C+,B,C+,7.32,C+,B+,A,C,B,A,A,7.77,A,C+,A,A+,C+,C,C,B+,A,8.91,,A+
Student_818,88.69,67.52,A+,A+,B+,B+,C+,B,C+,C+,A,C,6.13,A,A,C,C+,B,A,A+,C+,B,8.12,A+,B+,B,C,B,B,A+,C+,C,7.51,B,B,C,A,B,C+,A,B+,B,A+,8.89,B+,C,B,B+,C+,C,B+,8.99,C+,B,A,C,B,C+,C,B+,B+,6.87,,C+
Student_819,80.75,89.93,C,A+,B+,C+,A+,C,B,A+,C+,C+,6.68,A+,A+,A,B+,A,A+,C+,C,A+,7.72,B+,A+,B,B,A,B,A,C,B+,9.32,B,B+,A,B,A,B,C+,C+,A,A+,8.48,C+,B,A,C+,A,C+,B+,8.71,A,A+,B,C,A,A+,C+,B+,B+,7.62,,C
Student_820,65.23,72,A+,A+,A+,B+,C,B,B,A+,C,B,9.72,B+,A+,A,C+,A,B,B,C,C,6.04,A,A,B+,B+,C,B,B,C,B+,6.98,C+,C,A,C+,B,A,B,C+,A,B+,7.79,B+,B,C,C+,B+,A+,A+,9.13,C+,A,A+,B,A,C,C,A,A+,6.01,,C
Student_821,94.6,89.92,A+,A+,C+,B+,A,C+,C,C,B+,C,9.7,A+,A,B,C,C+,C,B+,B,A+,9.79,B+,A+,C,C+,B+,B,B,A,A,7.9,C,B+,B+,C+,C+,B,B+,C,B+,C+,9.32,A+,C+,C,B,C,C,C,7.17,B+,A+,C,A+,C+,A+,B+,A,A,8.84,,B
Student_822,67.87,86.39,B,C+,A,B+,A+,A,C,B+,A+,C+,6.43,C,B+,A+,A,A,A,B,C,A,8.16,A+,A,A,B,B+,A,B+,C+,B,6.5,C,A,B,B,A+,B,B,C+,B+,A+,6.3,A,C+,C,A+,A,A,A+,6.5,C,C+,A,B,B+,B,C,C,A,9.56,,C
Student_823,88.68,82.37,C,C,B,B,B,A,C+,B+,C,B+,8.43,B+,C,B,C,A+,B,B+,B,B,6.69,C+,B+,B,C+,B+,B,B,B+,C,9.03,C,C,B,A,A,A,B+,C,C+,A,6.38,A+,B+,C+,B,A,B,A+,6.56,A,B,A+,C,C,B,C+,B,B,7.26,,B
Student_824,61.91,66.3,B,C+,A,C+,B+,B,B,A+,C,A+,8.74,B,A+,B+,B,B,C,C+,A,A,8.34,A+,B,B+,C,C,A,C+,C,B,9.41,A,A,B+,B,B+,B,A,C+,A+,C+,8.97,C,C,B+,B+,B+,C,A,9.73,C+,A+,A+,B+,B,C+,B,C,A,7.05,,A
Student_825,93.12,63.25,B,B+,C+,B+,A,C,C,C+,A,A,6.85,B+,A,A,A,B+,B+,B+,C,C,7.27,A+,A+,B+,A+,B+,C,A+,C,A+,6.82,A+,A+,C,A+,C,C+,B+,C+,B,A+,6.14,B,B,B,A,B,A+,A,9.65,C+,B+,B+,B+,A,B,A+,A,A,6.66,,C
